S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
550,24/06/2020,Andaman and Nicobar Islands,50,10,40,0
551,25/06/2020,Andaman and Nicobar Islands,56,13,43,0
552,26/06/2020,Andaman and Nicobar Islands,59,16,43,0
553,27/06/2020,Andaman and Nicobar Islands,72,29,43,0
554,28/06/2020,Andaman and Nicobar Islands,72,29,43,0
555,29/06/2020,Andaman and Nicobar Islands,76,31,45,0
556,30/06/2020,Andaman and Nicobar Islands,90,44,46,0
557,01/07/2020,Andaman and Nicobar Islands,97,47,50,0
558,02/07/2020,Andaman and Nicobar Islands,100,50,50,0
559,03/07/2020,Andaman and Nicobar Islands,109,58,51,0
560,04/07/2020,Andaman and Nicobar Islands,116,62,54,0
561,05/07/2020,Andaman and Nicobar Islands,119,53,66,0
562,06/07/2020,Andaman and Nicobar Islands,125,53,72,0
563,07/07/2020,Andaman and Nicobar Islands,141,67,74,0
564,08/07/2020,Andaman and Nicobar Islands,147,72,75,0
565,09/07/2020,Andaman and Nicobar Islands,149,72,77,0
566,10/07/2020,Andaman and Nicobar Islands,151,68,83,0
567,11/07/2020,Andaman and Nicobar Islands,156,64,92,0
568,12/07/2020,Andaman and Nicobar Islands,163,70,93,0
569,13/07/2020,Andaman and Nicobar Islands,163,70,93,0
570,14/07/2020,Andaman and Nicobar Islands,166,57,109,0
571,15/07/2020,Andaman and Nicobar Islands,166,57,109,0
572,16/07/2020,Andaman and Nicobar Islands,176,46,130,0
573,17/07/2020,Andaman and Nicobar Islands,180,47,133,0
574,18/07/2020,Andaman and Nicobar Islands,194,52,142,0
575,19/07/2020,Andaman and Nicobar Islands,198,53,145,0
576,20/07/2020,Andaman and Nicobar Islands,203,58,145,0
577,21/07/2020,Andaman and Nicobar Islands,207,55,152,0
578,22/07/2020,Andaman and Nicobar Islands,212,53,159,0
579,23/07/2020,Andaman and Nicobar Islands,221,58,163,0
580,24/07/2020,Andaman and Nicobar Islands,240,70,170,0
581,25/07/2020,Andaman and Nicobar Islands,259,85,174,0
582,26/07/2020,Andaman and Nicobar Islands,290,114,176,0
583,27/07/2020,Andaman and Nicobar Islands,324,142,182,0
584,28/07/2020,Andaman and Nicobar Islands,338,145,192,1
585,29/07/2020,Andaman and Nicobar Islands,363,166,196,1
586,30/07/2020,Andaman and Nicobar Islands,428,225,201,2
587,31/07/2020,Andaman and Nicobar Islands,471,266,201,4
588,01/08/2020,Andaman and Nicobar Islands,548,329,214,5
589,02/08/2020,Andaman and Nicobar Islands,636,403,226,7
590,03/08/2020,Andaman and Nicobar Islands,734,484,242,8
591,04/08/2020,Andaman and Nicobar Islands,830,557,263,10
592,05/08/2020,Andaman and Nicobar Islands,928,639,277,12
593,06/08/2020,Andaman and Nicobar Islands,1027,687,326,14
594,07/08/2020,Andaman and Nicobar Islands,1123,752,355,16
595,08/08/2020,Andaman and Nicobar Islands,1222,778,425,19
596,09/08/2020,Andaman and Nicobar Islands,1351,831,500,20
597,10/08/2020,Andaman and Nicobar Islands,1490,822,648,20
598,11/08/2020,Andaman and Nicobar Islands,1625,896,709,20
599,12/08/2020,Andaman and Nicobar Islands,1764,994,749,21
600,13/08/2020,Andaman and Nicobar Islands,1900,1050,829,21
601,14/08/2020,Andaman and Nicobar Islands,2037,1091,924,22
602,15/08/2020,Andaman and Nicobar Islands,2186,1130,1032,24
603,16/08/2020,Andaman and Nicobar Islands,2306,1154,1128,24
604,17/08/2020,Andaman and Nicobar Islands,2399,1145,1226,28
605,18/08/2020,Andaman and Nicobar Islands,2445,1091,1325,29
606,19/08/2020,Andaman and Nicobar Islands,2529,1078,1421,30
607,20/08/2020,Andaman and Nicobar Islands,2604,1045,1529,30
608,21/08/2020,Andaman and Nicobar Islands,2680,1011,1638,31
609,22/08/2020,Andaman and Nicobar Islands,2747,971,1744,32
610,23/08/2020,Andaman and Nicobar Islands,2808,923,1853,32
611,24/08/2020,Andaman and Nicobar Islands,2860,864,1963,33
612,25/08/2020,Andaman and Nicobar Islands,2904,777,2092,35
613,26/08/2020,Andaman and Nicobar Islands,2945,677,2231,37
614,27/08/2020,Andaman and Nicobar Islands,2985,635,2309,41
615,28/08/2020,Andaman and Nicobar Islands,3018,602,2374,42
616,29/08/2020,Andaman and Nicobar Islands,3050,564,2444,42
617,30/08/2020,Andaman and Nicobar Islands,3081,518,2519,44
618,31/08/2020,Andaman and Nicobar Islands,3104,473,2586,45
619,01/09/2020,Andaman and Nicobar Islands,3132,439,2647,46
620,02/09/2020,Andaman and Nicobar Islands,3160,400,2714,46
621,03/09/2020,Andaman and Nicobar Islands,3186,381,2758,47
622,04/09/2020,Andaman and Nicobar Islands,3223,352,2823,48
623,05/09/2020,Andaman and Nicobar Islands,3257,345,2863,49
624,06/09/2020,Andaman and Nicobar Islands,3292,338,2904,50
625,07/09/2020,Andaman and Nicobar Islands,3332,331,2951,50
626,08/09/2020,Andaman and Nicobar Islands,3359,312,2997,50
627,09/09/2020,Andaman and Nicobar Islands,3392,307,3035,50
628,10/09/2020,Andaman and Nicobar Islands,3426,297,3078,51
629,11/09/2020,Andaman and Nicobar Islands,3465,293,3121,51
630,12/09/2020,Andaman and Nicobar Islands,3494,286,3157,51
631,13/09/2020,Andaman and Nicobar Islands,3521,268,3202,51
632,14/09/2020,Andaman and Nicobar Islands,3546,252,3243,51
633,15/09/2020,Andaman and Nicobar Islands,3557,227,3278,52
634,16/09/2020,Andaman and Nicobar Islands,3574,204,3318,52
635,17/09/2020,Andaman and Nicobar Islands,3593,196,3345,52
636,18/09/2020,Andaman and Nicobar Islands,3604,174,3378,52
637,19/09/2020,Andaman and Nicobar Islands,3631,165,3414,52
638,20/09/2020,Andaman and Nicobar Islands,3644,156,3436,52
639,21/09/2020,Andaman and Nicobar Islands,3651,147,3452,52
640,22/09/2020,Andaman and Nicobar Islands,3673,152,3469,52
641,23/09/2020,Andaman and Nicobar Islands,3691,160,3479,52
642,24/09/2020,Andaman and Nicobar Islands,3712,166,3494,52
643,25/09/2020,Andaman and Nicobar Islands,3744,189,3503,52
644,26/09/2020,Andaman and Nicobar Islands,3759,179,3528,52
645,27/09/2020,Andaman and Nicobar Islands,3774,171,3551,52
646,28/09/2020,Andaman and Nicobar Islands,3794,188,3553,53
647,29/09/2020,Andaman and Nicobar Islands,3803,168,3582,53
648,30/09/2020,Andaman and Nicobar Islands,3821,181,3587,53
649,01/10/2020,Andaman and Nicobar Islands,3835,174,3608,53
650,02/10/2020,Andaman and Nicobar Islands,3848,172,3623,53
651,03/10/2020,Andaman and Nicobar Islands,3858,174,3631,53
652,04/10/2020,Andaman and Nicobar Islands,3868,173,3642,53
653,05/10/2020,Andaman and Nicobar Islands,3884,182,3649,53
654,06/10/2020,Andaman and Nicobar Islands,3899,186,3659,54
655,07/10/2020,Andaman and Nicobar Islands,3912,180,3678,54
656,08/10/2020,Andaman and Nicobar Islands,3935,185,3696,54
657,09/10/2020,Andaman and Nicobar Islands,3952,190,3707,55
658,10/10/2020,Andaman and Nicobar Islands,3976,197,3724,55
659,11/10/2020,Andaman and Nicobar Islands,3992,193,3744,55
660,12/10/2020,Andaman and Nicobar Islands,4005,186,3764,55
661,13/10/2020,Andaman and Nicobar Islands,4023,198,3770,55
662,14/10/2020,Andaman and Nicobar Islands,4036,199,3782,55
663,15/10/2020,Andaman and Nicobar Islands,4046,195,3796,55
664,16/10/2020,Andaman and Nicobar Islands,4062,190,3817,55
665,17/10/2020,Andaman and Nicobar Islands,4072,185,3831,56
666,18/10/2020,Andaman and Nicobar Islands,4083,179,3848,56
667,19/10/2020,Andaman and Nicobar Islands,4108,184,3868,56
668,20/10/2020,Andaman and Nicobar Islands,4126,178,3892,56
669,21/10/2020,Andaman and Nicobar Islands,4141,183,3902,56
670,22/10/2020,Andaman and Nicobar Islands,4168,199,3913,56
671,23/10/2020,Andaman and Nicobar Islands,4184,190,3937,57
672,24/10/2020,Andaman and Nicobar Islands,4207,204,3945,58
673,25/10/2020,Andaman and Nicobar Islands,4225,199,3968,58
674,26/10/2020,Andaman and Nicobar Islands,4245,204,3983,58
675,27/10/2020,Andaman and Nicobar Islands,4253,198,3997,58
676,28/10/2020,Andaman and Nicobar Islands,4274,197,4019,58
677,29/10/2020,Andaman and Nicobar Islands,4289,192,4039,58
678,30/10/2020,Andaman and Nicobar Islands,4305,192,4054,59
679,31/10/2020,Andaman and Nicobar Islands,4317,182,4076,59
680,01/11/2020,Andaman and Nicobar Islands,4332,173,4100,59
681,02/11/2020,Andaman and Nicobar Islands,4340,168,4112,60
682,03/11/2020,Andaman and Nicobar Islands,4352,160,4132,60
683,04/11/2020,Andaman and Nicobar Islands,4372,159,4153,60
684,05/11/2020,Andaman and Nicobar Islands,4389,166,4163,60
685,06/11/2020,Andaman and Nicobar Islands,4403,168,4175,60
686,07/11/2020,Andaman and Nicobar Islands,4420,166,4194,60
687,08/11/2020,Andaman and Nicobar Islands,4441,175,4206,60
688,09/11/2020,Andaman and Nicobar Islands,4450,169,4221,60
689,10/11/2020,Andaman and Nicobar Islands,4463,164,4239,60
690,11/11/2020,Andaman and Nicobar Islands,4477,162,4255,60
691,12/11/2020,Andaman and Nicobar Islands,4494,167,4267,60
692,13/11/2020,Andaman and Nicobar Islands,4507,164,4282,61
693,14/11/2020,Andaman and Nicobar Islands,4518,153,4304,61
694,15/11/2020,Andaman and Nicobar Islands,4527,151,4315,61
695,16/11/2020,Andaman and Nicobar Islands,4536,145,4330,61
696,17/11/2020,Andaman and Nicobar Islands,4557,150,4346,61
697,18/11/2020,Andaman and Nicobar Islands,4574,150,4363,61
698,19/11/2020,Andaman and Nicobar Islands,4593,154,4378,61
699,20/11/2020,Andaman and Nicobar Islands,4604,145,4398,61
700,21/11/2020,Andaman and Nicobar Islands,4617,148,4408,61
701,22/11/2020,Andaman and Nicobar Islands,4631,142,4428,61
702,23/11/2020,Andaman and Nicobar Islands,4641,140,4440,61
703,24/11/2020,Andaman and Nicobar Islands,4656,142,4453,61
704,25/11/2020,Andaman and Nicobar Islands,4667,142,4464,61
705,26/11/2020,Andaman and Nicobar Islands,4677,137,4479,61
706,27/11/2020,Andaman and Nicobar Islands,4682,130,4491,61
707,28/11/2020,Andaman and Nicobar Islands,4689,120,4508,61
708,29/11/2020,Andaman and Nicobar Islands,4698,119,4518,61
709,30/11/2020,Andaman and Nicobar Islands,4704,106,4537,61
710,01/12/2020,Andaman and Nicobar Islands,4710,99,4550,61
711,02/12/2020,Andaman and Nicobar Islands,4718,91,4566,61
712,03/12/2020,Andaman and Nicobar Islands,4723,79,4583,61
713,04/12/2020,Andaman and Nicobar Islands,4729,71,4597,61
714,05/12/2020,Andaman and Nicobar Islands,4742,70,4611,61
715,06/12/2020,Andaman and Nicobar Islands,4747,70,4616,61
716,07/12/2020,Andaman and Nicobar Islands,4758,73,4624,61
717,08/12/2020,Andaman and Nicobar Islands,4773,81,4631,61
718,09/12/2020,Andaman and Nicobar Islands,4778,70,4647,61
719,10/12/2020,Andaman and Nicobar Islands,4783,75,4647,61
720,11/12/2020,Andaman and Nicobar Islands,4791,78,4652,61
721,12/12/2020,Andaman and Nicobar Islands,4798,78,4659,61
722,13/12/2020,Andaman and Nicobar Islands,4805,79,4665,61
723,14/12/2020,Andaman and Nicobar Islands,4818,84,4673,61
724,15/12/2020,Andaman and Nicobar Islands,4834,92,4681,61
725,17/12/2020,Andaman and Nicobar Islands,4850,91,4698,61
726,18/12/2020,Andaman and Nicobar Islands,4860,92,4707,61
727,19/12/2020,Andaman and Nicobar Islands,4869,96,4712,61
728,20/12/2020,Andaman and Nicobar Islands,4875,95,4719,61
729,21/12/2020,Andaman and Nicobar Islands,4881,88,4732,61
730,22/12/2020,Andaman and Nicobar Islands,4888,86,4740,62
731,23/12/2020,Andaman and Nicobar Islands,4893,82,4749,62
732,24/12/2020,Andaman and Nicobar Islands,4896,73,4761,62
733,25/12/2020,Andaman and Nicobar Islands,4901,64,4775,62
734,26/12/2020,Andaman and Nicobar Islands,4912,69,4781,62
735,27/12/2020,Andaman and Nicobar Islands,4912,61,4789,62
736,28/12/2020,Andaman and Nicobar Islands,4924,64,4798,62
737,29/12/2020,Andaman and Nicobar Islands,4929,64,4803,62
738,30/12/2020,Andaman and Nicobar Islands,4936,63,4811,62
739,31/12/2020,Andaman and Nicobar Islands,4941,59,4820,62
740,03/01/2021,Andaman and Nicobar Islands,4947,48,4837,62
741,04/01/2021,Andaman and Nicobar Islands,4948,40,4846,62
742,05/01/2021,Andaman and Nicobar Islands,4948,38,4848,62
743,06/01/2021,Andaman and Nicobar Islands,4949,31,4856,62
744,07/01/2021,Andaman and Nicobar Islands,4949,28,4859,62
745,08/01/2021,Andaman and Nicobar Islands,4958,32,4864,62
746,09/01/2021,Andaman and Nicobar Islands,4959,31,4866,62
747,10/01/2021,Andaman and Nicobar Islands,4959,24,4873,62
748,11/01/2021,Andaman and Nicobar Islands,4960,23,4875,62
749,12/01/2021,Andaman and Nicobar Islands,4963,17,4884,62
750,13/01/2021,Andaman and Nicobar Islands,4966,18,4886,62
751,14/01/2021,Andaman and Nicobar Islands,4969,16,4891,62
752,15/01/2021,Andaman and Nicobar Islands,4976,23,4891,62
753,16/01/2021,Andaman and Nicobar Islands,4979,22,4895,62
754,17/01/2021,Andaman and Nicobar Islands,4982,25,4895,62
755,18/01/2021,Andaman and Nicobar Islands,4983,25,4896,62
756,19/01/2021,Andaman and Nicobar Islands,4988,29,4897,62
757,20/01/2021,Andaman and Nicobar Islands,4989,30,4897,62
758,21/01/2021,Andaman and Nicobar Islands,4991,29,4900,62
759,22/01/2021,Andaman and Nicobar Islands,4991,25,4904,62
760,23/01/2021,Andaman and Nicobar Islands,4992,23,4907,62
761,24/01/2021,Andaman and Nicobar Islands,4993,24,4907,62
762,25/01/2021,Andaman and Nicobar Islands,4993,23,4908,62
763,27/01/2021,Andaman and Nicobar Islands,4994,15,4917,62
764,28/01/2021,Andaman and Nicobar Islands,4994,10,4922,62
765,29/01/2021,Andaman and Nicobar Islands,4994,8,4924,62
766,30/01/2021,Andaman and Nicobar Islands,4994,5,4927,62
767,31/01/2021,Andaman and Nicobar Islands,4994,4,4928,62
768,01/02/2021,Andaman and Nicobar Islands,4994,4,4928,62
769,02/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
770,03/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
771,04/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
772,05/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
773,06/02/2021,Andaman and Nicobar Islands,4997,3,4932,62
774,07/02/2021,Andaman and Nicobar Islands,5000,6,4932,62
775,08/02/2021,Andaman and Nicobar Islands,5001,7,4932,62
776,09/02/2021,Andaman and Nicobar Islands,5005,11,4932,62
777,10/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
778,11/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
779,12/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
780,13/02/2021,Andaman and Nicobar Islands,5007,11,4934,62
781,14/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
782,15/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
783,16/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
784,17/02/2021,Andaman and Nicobar Islands,5013,8,4943,62
785,18/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
786,19/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
787,20/02/2021,Andaman and Nicobar Islands,5014,4,4948,62
788,21/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
789,22/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
790,23/02/2021,Andaman and Nicobar Islands,5015,4,4949,62
791,24/02/2021,Andaman and Nicobar Islands,5016,5,4949,62
792,25/02/2021,Andaman and Nicobar Islands,5016,4,4950,62
793,26/02/2021,Andaman and Nicobar Islands,5016,2,4952,62
794,27/02/2021,Andaman and Nicobar Islands,5017,3,4952,62
795,01/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
796,02/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
797,03/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
798,04/03/2021,Andaman and Nicobar Islands,5022,8,4952,62
799,06/03/2021,Andaman and Nicobar Islands,5024,8,4954,62
800,07/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
801,08/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
802,09/03/2021,Andaman and Nicobar Islands,5026,7,4957,62
803,10/03/2021,Andaman and Nicobar Islands,5028,8,4958,62
804,11/03/2021,Andaman and Nicobar Islands,5028,6,4960,62
805,13/03/2021,Andaman and Nicobar Islands,5029,6,4961,62
806,14/03/2021,Andaman and Nicobar Islands,5030,4,4964,62
807,15/03/2021,Andaman and Nicobar Islands,5031,5,4964,62
808,16/03/2021,Andaman and Nicobar Islands,5031,3,4966,62
809,17/03/2021,Andaman and Nicobar Islands,5032,3,4967,62
810,18/03/2021,Andaman and Nicobar Islands,5035,6,4967,62
811,19/03/2021,Andaman and Nicobar Islands,5036,5,4969,62
812,20/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
813,21/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
814,22/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
815,23/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
816,24/03/2021,Andaman and Nicobar Islands,5039,5,4972,62
817,25/03/2021,Andaman and Nicobar Islands,5041,6,4973,62
818,27/03/2021,Andaman and Nicobar Islands,5043,7,4974,62
819,28/03/2021,Andaman and Nicobar Islands,5044,7,4975,62
820,29/03/2021,Andaman and Nicobar Islands,5046,8,4976,62
821,30/03/2021,Andaman and Nicobar Islands,5052,14,4976,62
822,31/03/2021,Andaman and Nicobar Islands,5081,43,4976,62
823,01/04/2021,Andaman and Nicobar Islands,5083,45,4976,62
824,02/04/2021,Andaman and Nicobar Islands,5084,42,4980,62
825,03/04/2021,Andaman and Nicobar Islands,5084,41,4981,62
826,04/04/2021,Andaman and Nicobar Islands,5098,49,4987,62
827,05/04/2021,Andaman and Nicobar Islands,5109,57,4990,62
828,06/04/2021,Andaman and Nicobar Islands,5116,53,5001,62
829,07/04/2021,Andaman and Nicobar Islands,5123,51,5010,62
830,08/04/2021,Andaman and Nicobar Islands,5131,49,5020,62
831,09/04/2021,Andaman and Nicobar Islands,5149,60,5027,62
832,10/04/2021,Andaman and Nicobar Islands,5161,71,5028,62
833,11/04/2021,Andaman and Nicobar Islands,5175,75,5038,62
834,12/04/2021,Andaman and Nicobar Islands,5190,88,5040,62
835,13/04/2021,Andaman and Nicobar Islands,5201,89,5050,62
836,14/04/2021,Andaman and Nicobar Islands,5209,93,5054,62
837,15/04/2021,Andaman and Nicobar Islands,5247,106,5078,63
838,16/04/2021,Andaman and Nicobar Islands,5262,117,5082,63
839,17/04/2021,Andaman and Nicobar Islands,5289,116,5110,63
840,18/04/2021,Andaman and Nicobar Islands,5331,121,5146,64
841,19/04/2021,Andaman and Nicobar Islands,5390,126,5200,64
842,20/04/2021,Andaman and Nicobar Islands,5421,145,5212,64
843,21/04/2021,Andaman and Nicobar Islands,5466,159,5243,64
844,22/04/2021,Andaman and Nicobar Islands,5490,150,5276,64
845,23/04/2021,Andaman and Nicobar Islands,5527,153,5309,65
846,24/04/2021,Andaman and Nicobar Islands,5569,146,5358,65
847,25/04/2021,Andaman and Nicobar Islands,5614,138,5410,66
848,26/04/2021,Andaman and Nicobar Islands,5665,132,5467,66
